gene_id,description,descr_score,best_score,pfam_acc
AH-735-E08_NODE_3_51,Phosphotransferase system EIIC domain-containing protein,227,227,
AH-735-E13_NODE_7_1,Glycosyl transferase family 1 domain-containing protein,375,375,PF00534
AH-735-E13_NODE_7_11,DUF3341 domain-containing protein,113,113,
AH-735-E13_NODE_7_13,DUF11 domain-containing protein,66,66,
AH-735-E13_NODE_7_16,Pyridoxamine 5'-phosphate oxidase,321,545,
AH-735-E13_NODE_7_17,CCHC-type domain-containing protein,92,470,
AH-735-E13_NODE_7_43,Reverse transcriptase domain-containing protein,154,447,
AH-735-E13_NODE_7_45,Inner-membrane translocator,311,311,
AH-735-E13_NODE_7_47,SCP2 domain-containing protein,697,762,
AH-735-E13_NODE_7_52,LisH domain-containing protein,79,79,PF21050
AH-735-E17_NODE_6_10,DUF3990 domain-containing protein,95,436,
AH-735-E17_NODE_6_11,CsbD-like domain-containing protein,149,149,
AH-735-E17_NODE_6_14,Purine-binding protein,100,111,
AH-735-E17_NODE_6_16,DUF4124 domain-containing protein,402,710,
AH-735-E17_NODE_6_19,Imelysin-like domain-containing protein,423,667,
AH-735-E17_NODE_6_20,C2H2-type domain-containing protein,142,370,
AH-735-E17_NODE_6_23,SFRICE_003367 (Thymosin beta isoform X1),83,664,
AH-735-E17_NODE_6_29,Beta-lactamase-related domain-containing protein,142,471,
AH-735-E17_NODE_6_31,Putative histone deacetylase 4,105,105,
AH-735-E17_NODE_6_33,SCP2 domain-containing protein,703,768,
AH-735-E17_NODE_6_44,30S ribosomal protein S7,334,334,
AH-735-E17_NODE_6_47,Acyl carrier protein,391,391,PF00550
AH-735-E17_NODE_6_50,Carrier domain-containing protein,377,377,
AH-735-E21_NODE_15_8,SGNH hydrolase-type esterase domain-containing protein,775,775,
AH-735-E21_NODE_15_11,Steroid 5-alpha reductase C-terminal domain-containing protein,880,880,PF04191
AH-735-E21_NODE_15_13,Phytanoyl-CoA dioxygenase,138,138,
AH-735-F02_NODE_35_3,SCP2 domain-containing protein,712,780,
AH-735-F02_NODE_35_6,Putative receptor-like protein kinase,142,162,
AH-735-F16_NODE_10_3,Sugar O-methyltransferase,895,895,
AH-735-F16_NODE_10_5,Serine protease,456,456,PF13365
AH-735-F16_NODE_10_6,histidine kinase (EC 2.7.13.3),123,135,
AH-735-F16_NODE_10_7,"DNA-binding transcriptional regulator, XRE-family HTH domain",136,136,PF01381
AH-735-F16_NODE_10_8,Imelysin-like domain-containing protein,423,667,
AH-735-F16_NODE_10_9,C2H2-type domain-containing protein,142,370,
AH-735-F16_NODE_10_12,SFRICE_003367 (Thymosin beta isoform X1),94,665,
AH-735-F16_NODE_10_18,PD-(D/E)XK nuclease-like domain-containing protein,133,462,
AH-735-F16_NODE_10_20,Putative histone deacetylase 4,105,105,
AH-735-F16_NODE_10_22,SCP2 domain-containing protein,703,768,
AH-735-F16_NODE_10_27,Dolichyl-phosphate-mannose-protein mannosyltransferase,165,255,
AH-735-G03_NODE_2_4,Exocyst complex component Sec3 PIP2-binding N-terminal domain-containing protein,101,123,
AH-735-G03_NODE_2_5,DUF805 domain-containing protein,272,298,
AH-735-G03_NODE_2_6,Nucleolar protein Dnt1-like N-terminal domain-containing protein,155,155,PF10407
AH-735-G03_NODE_2_7,Zinc finger CCHC domain-containing protein 14 isoform X3,182,188,
AH-735-G03_NODE_2_11,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,923,923,
AH-735-G03_NODE_2_13,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1750,1750,
AH-735-G03_NODE_2_35,Spore coat protein U domain-containing protein,677,677,
AH-735-G03_NODE_2_47,MFS transporter,1976,1976,PF07690
AH-735-G03_NODE_2_61,HD domain-containing protein,993,993,PF01966
AH-735-G03_NODE_2_66,Band 7 domain-containing protein,636,636,PF01145
AH-735-G06_NODE_19_4,HicB-like antitoxin of toxin-antitoxin system domain-containing protein,139,414,
AH-735-G06_NODE_19_6,Inner-membrane translocator,316,316,
AH-735-G06_NODE_19_8,SCP-2 sterol transfer family protein,698,761,
AH-735-G06_NODE_19_12,Photosystem I assembly protein Ycf3,135,135,"PF13181,PF07719"
AH-735-G19_NODE_1_21,Tetratricopeptide repeat protein,440,520,
AH-735-G19_NODE_1_23,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,743,761,
AH-735-G19_NODE_1_25,AraC-type arabinose-binding/dimerisation domain-containing protein,830,830,
AH-735-G19_NODE_1_30,ABC1 atypical kinase-like domain-containing protein,66,83,
AH-735-G19_NODE_1_32,Beta-lactamase-inhibitor-like PepSY-like domain-containing protein,139,593,
AH-735-G19_NODE_1_42,Winged helix DNA-binding domain-containing protein,516,523,
AH-735-G19_NODE_1_45,MORN repeat protein,721,721,PF02493
AH-735-G19_NODE_1_46,Anti-sigma-W factor RsiW,272,272,PF13490
AH-735-G19_NODE_1_71,Zorya protein ZorC EH domain-containing protein,2003,2777,
AH-735-G19_NODE_42_1,Heme lyase CcmF/NrfE family subunit,228,228,PF01578
AH-735-G19_NODE_42_2,"N,N-dimethylformamidase",252,305,PF13385
AH-735-G19_NODE_42_3,Inner-membrane translocator,616,616,
AH-735-G19_NODE_42_5,SCP2 domain-containing protein,720,757,
AH-735-G21_NODE_2_1,MotA/TolQ/ExbB proton channel domain-containing protein,117,117,
AH-735-G21_NODE_2_4,Uncharacterized protein LOC115633938,148,655,
AH-735-G21_NODE_2_5,Centrosomal protein of 162 kDa,113,115,
AH-735-G21_NODE_2_6,DUF2281 domain-containing protein,318,376,
AH-735-G21_NODE_2_30,Extracellular solute-binding protein,1631,1760,
AH-735-G21_NODE_2_55,Steroid 5-alpha reductase C-terminal domain-containing protein,906,906,PF04191
AH-735-G21_NODE_2_84,Exonuclease VII small subunit,277,277,
AH-735-G21_NODE_5_7,TERF2-interacting telomeric protein 1 Myb domain-containing protein,99,220,
AH-735-G21_NODE_5_13,Slc8a3 protein,132,448,
AH-735-G21_NODE_5_15,"Transmembrane protein, putative",153,166,
AH-735-G21_NODE_5_17,SCP2 domain-containing protein,705,756,
AH-735-G21_NODE_5_23,HD domain-containing protein,1030,1030,PF01966
AH-735-G21_NODE_5_38,MFS transporter,1985,1985,PF07690
AH-735-G21_NODE_5_54,Tetratricopeptide repeat-containing protein,983,983,"PF13174,PF00515,PF13181,PF13414,PF13432,PF07719"
AH-735-G21_NODE_5_59,Spore coat protein U domain-containing protein,517,517,
AH-735-G21_NODE_5_65,Methyltransferase type 11 domain-containing protein,894,894,PF08241
AH-735-G22_NODE_5_9,Imelysin-like domain-containing protein,444,717,
AH-735-G22_NODE_5_10,SPOR domain-containing protein,135,351,
AH-735-G22_NODE_5_13,Endosomal spry domain-containing protein,92,460,
AH-735-G22_NODE_5_25,Flagellar protein FlaG,143,440,
AH-735-G22_NODE_5_27,DRBM domain-containing protein,166,166,
AH-735-G22_NODE_5_29,SCP2 domain-containing protein,705,756,
AH-735-G22_NODE_5_36,HD domain-containing protein,1040,1040,PF01966
AH-735-G22_NODE_9_17,Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein,711,1181,
AH-735-G22_NODE_9_19,Steroid 5-alpha reductase C-terminal domain-containing protein,885,885,PF04191
AH-735-G22_NODE_9_21,Transposase zinc-binding domain-containing protein,229,236,
AH-735-I07_NODE_15_1,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,990,990,
AH-735-I07_NODE_15_5,Phosphoglycolate phosphatase,147,147,PF00702
AH-735-I07_NODE_15_7,DUF2157 domain-containing protein,116,116,
AH-735-I07_NODE_15_9,Inorganic phosphate transporter,1352,1352,
AH-735-I22_NODE_12_1,Aminomethyltransferase folate-binding domain-containing protein,384,384,PF01571
AH-735-I22_NODE_8_2,E3 ubiquitin-protein ligase TTC3-like protein,80,214,
AH-735-I22_NODE_8_8,ABC transporter permease,221,464,
AH-735-I22_NODE_8_10,"Transmembrane protein, putative",153,166,
AH-735-I22_NODE_8_12,SCP2 domain-containing protein,720,764,
AH-735-I22_NODE_8_18,HD domain-containing protein,1130,1130,PF01966
AH-735-I22_NODE_8_20,Nicotinamide mononucleotide transporter,333,333,
AH-735-J03_NODE_15_29,AsmA domain-containing protein,194,194,PF05170
AH-735-J03_NODE_16_1,"Flp pilus assembly protein TadD, contains TPR repeats",183,312,
AH-735-J03_NODE_16_13,EamA domain-containing protein,1262,1262,PF00892
AH-735-J03_NODE_16_20,SCP2 domain-containing protein,715,752,
AH-735-J03_NODE_16_22,"Transmembrane protein, putative",153,166,
AH-735-J03_NODE_16_24,CSON001477 protein,138,438,
AH-735-J05_NODE_18_6,Transcription factor domain-containing protein,106,130,
AH-735-J05_NODE_18_11,SCP2 domain-containing protein,706,774,
AH-735-J05_NODE_18_13,DUF4364 family protein,169,181,
AH-735-J05_NODE_18_15,HicB-like antitoxin of toxin-antitoxin system domain-containing protein,139,414,
AH-735-J15_NODE_1_1,Arginase,250,250,PF00491
AH-735-J15_NODE_1_2,EamA family transporter,1222,1222,PF00892
AH-735-J15_NODE_1_5,Fimbrial assembly protein (PilN),78,78,PF05137
AH-735-J15_NODE_1_8,HTH deoR-type domain-containing protein,137,137,PF13280
AH-735-J15_NODE_1_19,Predicted homoserine dehydrogenase (EC 1.1.1.3),2689,2689,"PF08666,PF21135,PF01408"
AH-735-J15_NODE_1_20,YkuD domain-containing protein,84,497,
AH-735-J15_NODE_1_39,HTH cro/C1-type domain-containing protein,76,81,
AH-735-J15_NODE_1_42,MORN repeat protein,904,904,PF02493
AH-735-J15_NODE_1_43,Polyadenylation factor subunit 2,211,211,PF00400
AH-735-J15_NODE_1_70,Cupin type-2 domain-containing protein,1674,1674,PF07883
AH-735-J15_NODE_1_90,HicB-like antitoxin of toxin-antitoxin system domain-containing protein,143,424,
AH-735-J15_NODE_1_92,Inner-membrane translocator,319,319,
AH-735-J15_NODE_1_94,SCP2 domain-containing protein,703,774,
AH-735-J15_NODE_1_99,PH domain-containing protein,117,620,
AH-735-J15_NODE_1_106,ANTAR domain-containing protein,98,274,
AH-735-J15_NODE_1_109,Flagellar biosynthesis protein FliO,151,468,
AH-735-J15_NODE_1_112,Imelysin-like domain-containing protein,561,561,
AH-735-J15_NODE_1_117,Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase),1193,1193,PF21948
AH-735-J15_NODE_1_168,DUF3887 domain-containing protein,632,669,
AH-735-J15_NODE_1_171,Adenylyl-sulfate reductase,1248,1248,
AH-735-J15_NODE_1_172,7TM-DISM receptor extracellular domain-containing protein,423,423,
AH-735-J15_NODE_1_183,Flagellar protein FliO/FliZ,234,235,
AH-735-J22_NODE_4_25,Septation ring formation regulator EzrA,317,317,
AH-735-J22_NODE_4_41,SCP2 domain-containing protein,701,767,
AH-735-J22_NODE_4_43,Putative histone deacetylase 4,105,105,
AH-735-J22_NODE_4_45,Tudor domaincontaining protein 7Alike [Bombus terrestris],137,472,
AH-735-K11_NODE_11_11,SCP-2 sterol transfer family protein,710,773,
AH-735-K11_NODE_11_13,DRBM domain-containing protein,166,169,
AH-735-K11_NODE_11_15,P-type ATPase N-terminal domain-containing protein,138,167,
AH-735-K11_NODE_4_1,TolC family protein,407,407,PF02321
AH-735-K11_NODE_4_7,Steroid 5-alpha reductase C-terminal domain-containing protein,889,889,PF04191
AH-735-K11_NODE_4_34,Transport permease protein,1207,1207,PF01061
AH-735-K11_NODE_4_35,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1188,1188,
AH-735-K11_NODE_4_38,"Sugar 3,4-ketoisomerase QdtA cupin domain-containing protein",689,694,
AH-735-K11_NODE_4_51,Cell envelope biogenesis protein TolA,922,922,
AH-735-K11_NODE_4_54,Crossover junction endodeoxyribonuclease,845,845,"PF02075,PF07066"
AH-735-K11_NODE_4_68,Glycosyltransferase,839,839,PF00535
AH-735-K15_NODE_1_2,TERF2-interacting telomeric protein 1 Myb domain-containing protein,101,216,
AH-735-K15_NODE_1_9,Flagellar protein,151,439,
AH-735-K15_NODE_1_11,Inner-membrane translocator,604,604,
AH-735-K15_NODE_1_13,SCP2 domain-containing protein,718,760,
AH-735-K15_NODE_1_19,HD domain-containing protein,1010,1010,PF01966
AH-735-K15_NODE_1_32,MFS transporter,2011,2011,PF07690
AH-735-K15_NODE_1_56,Spore coat protein U domain-containing protein,636,636,
AH-735-K15_NODE_1_80,AsmA domain-containing protein,1936,1936,
AH-735-K15_NODE_1_86,SHS2 domain-containing protein,853,1034,
AH-735-K15_NODE_1_97,Septum formation initiator,92,92,PF04977
AH-735-K15_NODE_1_109,Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein,1251,1251,
AH-735-K15_NODE_1_119,MarR family transcriptional regulator,640,640,"PF01047,PF12802,PF22381"
AH-735-K15_NODE_1_122,Pyrroline-5-carboxylate reductase,110,114,
AH-735-K15_NODE_2_14,Steroid 5-alpha reductase C-terminal domain-containing protein,933,933,PF04191
AH-735-K15_NODE_2_16,Glycosyltransferase 2-like domain-containing protein,1283,1305,
AH-735-K15_NODE_2_20,Putative type I secretion outer membrane protein TolC,2093,2093,PF02321
AH-735-K15_NODE_2_29,Tetratricopeptide repeat protein,425,563,
AH-735-K15_NODE_2_40,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,761,801,
AH-735-K15_NODE_2_42,AraC-type arabinose-binding/dimerisation domain-containing protein,827,827,
AH-735-K15_NODE_2_44,DNA translocase FtsK 4TM region domain-containing protein,307,307,
AH-735-K15_NODE_2_45,Phosphotransferase system EIIC domain-containing protein,224,224,
AH-735-K15_NODE_2_46,Cryptochrome/DNA photolyase FAD-binding domain-containing protein,644,748,
AH-735-K15_NODE_2_49,Protein translocase subunit SecE,62,74,
AH-735-K15_NODE_2_52,Beta-lactamase-inhibitor-like PepSY-like domain-containing protein,148,578,
AH-735-K15_NODE_2_62,Winged helix DNA-binding domain-containing protein,524,524,
AH-735-K15_NODE_2_66,CCCTC-binding factor,141,141,PF00096
AH-735-K15_NODE_2_83,Type IV secretion system putative lipoprotein virB7,311,311,PF08139
AH-735-K15_NODE_2_107,Protein family PM-16,103,130,
AH-735-K15_NODE_2_111,Molybdopterin biosynthesis protein MoeD,474,474,PF02597
AH-735-K15_NODE_2_133,Nuclear transport factor 2 family protein,767,767,PF12680
AH-735-K15_NODE_2_134,SnoaL-like domain-containing protein,679,679,PF12680
AH-735-K15_NODE_2_135,DUF4878 domain-containing protein,221,221,
AH-735-K15_NODE_2_139,ABM domain-containing protein,475,475,
AH-735-K15_NODE_2_140,DUF4286 domain-containing protein,526,526,
AH-735-K19_NODE_5_6,AsmA domain-containing protein,1819,1819,
AH-735-K19_NODE_5_34,Tetratricopeptide repeat protein,460,575,
AH-735-K21_NODE_9_4,Inorganic phosphate transporter,1378,1378,
AH-735-K21_NODE_9_5,"Holin of 3TMs, for gene-transfer release",132,132,
AH-735-K21_NODE_9_10,SCP2 domain-containing protein,703,768,
AH-735-K21_NODE_9_12,Putative histone deacetylase 4,105,105,
AH-735-K21_NODE_9_14,P-type ATPase N-terminal domain-containing protein,144,469,
AH-735-L16_NODE_2_1,NAD-dependent epimerase/dehydratase family protein,407,407,PF01370
AH-735-L16_NODE_2_6,Exonuclease VII small subunit,280,280,
AH-735-L16_NODE_2_18,DUF2029 domain-containing protein,628,628,
AH-735-L16_NODE_2_36,Steroid 5-alpha reductase C-terminal domain-containing protein,892,892,PF04191
AH-735-L20_NODE_12_2,Anoctamin,113,113,PF04547
AH-735-L20_NODE_12_10,Steroid 5-alpha reductase C-terminal domain-containing protein,920,920,PF04191
AH-735-L20_NODE_4_4,Slc8a3 protein,132,448,
AH-735-L20_NODE_4_6,"Transmembrane protein, putative",153,166,
AH-735-L20_NODE_4_8,SCP2 domain-containing protein,705,756,
AH-735-L20_NODE_4_14,HD domain-containing protein,1011,1011,PF01966
AH-735-L20_NODE_4_16,ArpA protein,1357,1384,
AH-735-L20_NODE_4_31,MFS transporter,1988,1988,PF07690
AH-735-L20_NODE_4_47,Tetratricopeptide repeat-containing protein,923,923,"PF13174,PF00515,PF13181,PF13414,PF13432,PF07719"
AH-735-L20_NODE_4_52,Spore coat protein U domain-containing protein,639,639,
AH-735-M06_NODE_20_11,Fibrinogen C-terminal domain-containing protein,133,160,
AH-735-M06_NODE_20_12,Band 7 domain-containing protein,81,81,
AH-735-M06_NODE_20_13,N-acetyltransferase domain-containing protein,367,367,PF00583
AH-735-M06_NODE_20_16,Homeodomain phBC6A51-type domain-containing protein,622,622,
AH-735-M06_NODE_20_18,MSP domain-containing protein,92,92,
AH-735-M06_NODE_20_20,DNA-binding protein,321,321,
AH-735-M06_NODE_20_21,PURA,171,939,
AH-735-M06_NODE_20_25,Cell shape-determining protein MreC (Cell shape protein MreC),70,70,PF04085
AH-735-M08_NODE_17_6,Proline hydroxylase,99,104,
AH-735-M08_NODE_17_10,HD domain-containing protein,997,997,PF01966
AH-735-M08_NODE_17_15,Band 7 domain-containing protein,832,832,PF01145
AH-735-M10_NODE_14_12,Steroid 5-alpha reductase C-terminal domain-containing protein,867,867,PF04191
AH-735-M10_NODE_2_3,Tetratricopeptide repeat-containing protein,1000,1000,"PF13174,PF00515,PF13181,PF13414,PF13432,PF07719"
AH-735-M10_NODE_2_22,MFS transporter,1981,1981,PF07690
AH-735-M10_NODE_2_34,HD domain-containing protein,1047,1047,PF01966
AH-735-M10_NODE_2_41,SCP2 domain-containing protein,720,764,
AH-735-M10_NODE_2_43,Inner-membrane translocator,617,617,
AH-735-M10_NODE_2_45,CSON001477 protein,122,459,
AH-735-M10_NODE_2_52,Phage protein,91,201,
AH-735-M18_NODE_1_1,AsmA domain-containing protein,1838,1838,PF05170
AH-735-M23_NODE_2_2,Exonuclease VII small subunit,259,259,
AH-735-M23_NODE_2_31,Steroid 5-alpha reductase C-terminal domain-containing protein,904,904,PF04191
AH-735-M23_NODE_2_56,Extracellular solute-binding protein,1614,1751,
AH-735-M23_NODE_2_73,HMG box domain-containing protein,59,59,
AH-735-M23_NODE_2_80,DUF2281 domain-containing protein,328,387,
AH-735-M23_NODE_2_83,Major facilitator superfamily (MFS) profile domain-containing protein,2074,2074,PF07690
AH-735-N13_NODE_1_13,GCN5-related N-acetyltransferase,92,92,
AH-735-N13_NODE_1_25,Protein family PM-16,92,138,
AH-735-N13_NODE_1_30,Molybdopterin biosynthesis protein MoeD,438,438,PF02597
AH-735-N13_NODE_1_35,SCP2 domain-containing protein,716,754,
AH-735-N13_NODE_1_37,"Transmembrane protein, putative",153,166,
AH-735-N13_NODE_1_39,DRBM domain-containing protein,291,471,
AH-735-N19_NODE_4_3,Surface antigen domain-containing protein,218,218,
AH-735-N19_NODE_4_4,Transcriptional regulator,109,109,PF00486
AH-735-N19_NODE_4_5,Pilus assembly protein PilO,70,70,
AH-735-N19_NODE_4_6,LPP20 lipoprotein,531,531,
AH-735-N19_NODE_4_7,Histone,67,67,
AH-735-N19_NODE_4_8,F-box domain-containing protein,509,614,
AH-735-N19_NODE_4_9,Phage protein,154,195,
AH-735-N19_NODE_4_10,"WGS project CABT00000000 data, contig 2.16",91,92,
AH-735-N19_NODE_4_13,ATP-binding protein,136,136,
AH-735-N19_NODE_4_15,Tetraspanin,133,133,
AH-735-N19_NODE_4_16,Stage II sporulation protein M,113,162,
AH-735-N19_NODE_4_17,EamA family transporter,145,145,PF00892
AH-735-N19_NODE_4_18,Kinesin-like protein,116,118,
AH-735-N19_NODE_4_19,TonB family protein,77,85,
AH-735-N19_NODE_4_20,DUF559 domain-containing protein,1415,1415,
AH-735-N19_NODE_4_21,DUF4760 domain-containing protein,131,169,
AH-735-N19_NODE_4_22,YARHG domain-containing protein,235,235,
AH-735-N19_NODE_4_23,Imelysin-like domain-containing protein,436,661,
AH-735-N19_NODE_4_24,C2H2-type domain-containing protein,151,371,
AH-735-N19_NODE_4_27,Titin-like,86,573,
AH-735-N19_NODE_4_33,P-type ATPase N-terminal domain-containing protein,138,468,
AH-735-N19_NODE_4_35,SAP domain-containing protein,144,144,
AH-735-N19_NODE_4_37,SCP2 domain-containing protein,724,785,
AH-735-O14_NODE_8_13,ArpA protein,1378,1400,
AH-735-O14_NODE_8_15,HD domain-containing protein,1030,1030,PF01966
AH-735-O14_NODE_8_22,SCP2 domain-containing protein,719,761,
AH-735-O14_NODE_8_24,DRBM domain-containing protein,187,187,
AH-735-O14_NODE_8_26,DUF3108 domain-containing protein,132,479,
